Year,State,Candidate,Party,Candidate Votes,Total Votes
2000,WEST VIRGINIA,"BUSH, GEORGE W.",REPUBLICAN,336475,648124
2000,WISCONSIN,"GORE, AL",DEMOCRAT,1242987,2598607
2000,WYOMING,"BUSH, GEORGE W.",REPUBLICAN,147947,213726
2004,ALABAMA,"BUSH, GEORGE W.",REPUBLICAN,1176394,1883415
2004,ALASKA,"BUSH, GEORGE W.",REPUBLICAN,190889,312598
2004,ARIZONA,"BUSH, GEORGE W.",REPUBLICAN,1104294,2012585
2004,ARKANSAS,"BUSH, GEORGE W.",REPUBLICAN,572898,1054945
2004,CALIFORNIA,"KERRY, JOHN",DEMOCRAT,6745485,12421353
2004,COLORADO,"BUSH, GEORGE W.",REPUBLICAN,1101255,2129630
2004,CONNECTICUT,"KERRY, JOHN",DEMOCRAT,857488,1578769
2004,DELAWARE,"KERRY, JOHN",DEMOCRAT,200152,375190
2004,DISTRICT OF COLUMBIA,"KERRY, JOHN",DEMOCRAT,202970,227586
2004,FLORIDA,"BUSH, GEORGE W.",REPUBLICAN,3964522,7609810
2004,GEORGIA,"BUSH, GEORGE W.",REPUBLICAN,1914254,3301875
2004,HAWAII,"KERRY, JOHN",DEMOCRAT,231708,429013
2004,IDAHO,"BUSH, GEORGE W.",REPUBLICAN,409235,598376
2004,ILLINOIS,"KERRY, JOHN",DEMOCRAT,2891550,5274322
2004,INDIANA,"BUSH, GEORGE W.",REPUBLICAN,1479438,2468002
2004,IOWA,"BUSH, GEORGE W.",REPUBLICAN,751957,1506908
2004,KANSAS,"BUSH, GEORGE W.",REPUBLICAN,736456,1187756
2004,KENTUCKY,"BUSH, GEORGE W.",REPUBLICAN,1069439,1795882
2004,LOUISIANA,"BUSH, GEORGE W.",REPUBLICAN,1102169,1943106
2004,MAINE,"KERRY, JOHN",DEMOCRAT,396842,740752
2004,MARYLAND,"KERRY, JOHN",DEMOCRAT,1334493,2384238
2004,MASSACHUSETTS,"KERRY, JOHN",DEMOCRAT,1803800,2927455
2004,MICHIGAN,"KERRY, JOHN",DEMOCRAT,2479183,4839252
2004,MINNESOTA,"KERRY, JOHN",DEMOCRAT,1445014,2828387
2004,MISSISSIPPI,"BUSH, GEORGE W.",REPUBLICAN,672660,1139824
2004,MISSOURI,"BUSH, GEORGE W.",REPUBLICAN,1455713,2731364
2004,MONTANA,"BUSH, GEORGE W.",REPUBLICAN,266063,450434
2004,NEBRASKA,"BUSH, GEORGE W.",REPUBLICAN,512814,778186
2004,NEVADA,"BUSH, GEORGE W.",REPUBLICAN,418690,829587
2004,NEW HAMPSHIRE,"KERRY, JOHN",DEMOCRAT,340511,678287
2004,NEW JERSEY,"KERRY, JOHN",DEMOCRAT,1911430,3611691
2004,NEW MEXICO,"BUSH, GEORGE W.",REPUBLICAN,376930,756304
2004,NEW YORK,"KERRY, JOHN",DEMOCRAT,4180755,7448266
2004,NORTH CAROLINA,"BUSH, GEORGE W.",REPUBLICAN,1961166,3501007
2004,NORTH DAKOTA,"BUSH, GEORGE W.",REPUBLICAN,196651,312833
2004,OHIO,"BUSH, GEORGE W.",REPUBLICAN,2859764,5627903
2004,OKLAHOMA,"BUSH, GEORGE W.",REPUBLICAN,959792,1463758
2004,OREGON,"KERRY, JOHN",DEMOCRAT,943163,1836782
2004,PENNSYLVANIA,"KERRY, JOHN",DEMOCRAT,2938095,5769590
2004,RHODE ISLAND,"KERRY, JOHN",DEMOCRAT,259760,437134
2004,SOUTH CAROLINA,"BUSH, GEORGE W.",REPUBLICAN,937974,1617700
2004,SOUTH DAKOTA,"BUSH, GEORGE W.",REPUBLICAN,232584,388215
2004,TENNESSEE,"BUSH, GEORGE W.",REPUBLICAN,1384375,2437319
2004,TEXAS,"BUSH, GEORGE W.",REPUBLICAN,4526917,7410749
2004,UTAH,"BUSH, GEORGE W.",REPUBLICAN,663742,927844
2004,VERMONT,"KERRY, JOHN",DEMOCRAT,184067,312309
2004,VIRGINIA,"BUSH, GEORGE W.",REPUBLICAN,1716959,3195415
2004,WASHINGTON,"KERRY, JOHN",DEMOCRAT,1510201,2859084
2004,WEST VIRGINIA,"BUSH, GEORGE W.",REPUBLICAN,423778,755792
2004,WISCONSIN,"KERRY, JOHN",DEMOCRAT,1489504,2997007
2004,WYOMING,"BUSH, GEORGE W.",REPUBLICAN,167629,243861
2008,ALABAMA,"MCCAIN, JOHN",REPUBLICAN,1266546,2099819
2008,ALASKA,"MCCAIN, JOHN",REPUBLICAN,193841,326197
2008,ARIZONA,"MCCAIN, JOHN",REPUBLICAN,1230111,2293475
2008,ARKANSAS,"MCCAIN, JOHN",REPUBLICAN,638017,1086617
2008,CALIFORNIA,"OBAMA, BARACK H.",DEMOCRAT,8274473,13561900
2008,COLORADO,"OBAMA, BARACK H.",DEMOCRAT,1288576,2401361
2008,CONNECTICUT,"OBAMA, BARACK H.",DEMOCRAT,997772,1646792
2008,DELAWARE,"OBAMA, BARACK H.",DEMOCRAT,255459,412412
2008,DISTRICT OF COLUMBIA,"OBAMA, BARACK H.",DEMOCRAT,245800,265853
2008,FLORIDA,"OBAMA, BARACK H.",DEMOCRAT,4282074,8390744
2008,GEORGIA,"MCCAIN, JOHN",REPUBLICAN,2048759,3924486
2008,HAWAII,"OBAMA, BARACK H.",DEMOCRAT,325871,456064
2008,IDAHO,"MCCAIN, JOHN",REPUBLICAN,403012,655122
2008,ILLINOIS,"OBAMA, BARACK H.",DEMOCRAT,3419348,5522371
2008,INDIANA,"OBAMA, BARACK H.",DEMOCRAT,1374039,2751054
2008,IOWA,"OBAMA, BARACK H.",DEMOCRAT,828940,1537123
2008,KANSAS,"MCCAIN, JOHN",REPUBLICAN,699655,1235872
2008,KENTUCKY,"MCCAIN, JOHN",REPUBLICAN,1048462,1826620
2008,LOUISIANA,"MCCAIN, JOHN",REPUBLICAN,1148275,1960761
2008,MAINE,"OBAMA, BARACK H.",DEMOCRAT,421923,731163
2008,MARYLAND,"OBAMA, BARACK H.",DEMOCRAT,1629467,2631596
2008,MASSACHUSETTS,"OBAMA, BARACK H.",DEMOCRAT,1904097,3102995
2008,MICHIGAN,"OBAMA, BARACK H.",DEMOCRAT,2872579,5001596
2008,MINNESOTA,"OBAMA, BARACK H.",DEMOCRAT,1573354,2910369
2008,MISSISSIPPI,"MCCAIN, JOHN",REPUBLICAN,724597,1289865
2008,MISSOURI,"MCCAIN, JOHN",REPUBLICAN,1445814,2925205
2008,MONTANA,"MCCAIN, JOHN",REPUBLICAN,242763,490109
2008,NEBRASKA,"MCCAIN, JOHN",REPUBLICAN,452979,801281
2008,NEVADA,"OBAMA, BARACK H.",DEMOCRAT,533736,967848
2008,NEW HAMPSHIRE,"OBAMA, BARACK H.",DEMOCRAT,384826,710970
2008,NEW JERSEY,"OBAMA, BARACK H.",DEMOCRAT,2215422,3868237
2008,NEW MEXICO,"OBAMA, BARACK H.",DEMOCRAT,472422,830158
2008,NEW YORK,"OBAMA, BARACK H.",DEMOCRAT,4645332,7722019
2008,NORTH CAROLINA,"OBAMA, BARACK H.",DEMOCRAT,2142651,4310851
2008,NORTH DAKOTA,"MCCAIN, JOHN",REPUBLICAN,168601,316621
2008,OHIO,"OBAMA, BARACK H.",DEMOCRAT,2940044,5708350
2008,OKLAHOMA,"MCCAIN, JOHN",REPUBLICAN,960165,1462661
2008,OREGON,"OBAMA, BARACK H.",DEMOCRAT,1037291,1827864
2008,PENNSYLVANIA,"OBAMA, BARACK H.",DEMOCRAT,3276363,6013272
2008,RHODE ISLAND,"OBAMA, BARACK H.",DEMOCRAT,296571,471766
2008,SOUTH CAROLINA,"MCCAIN, JOHN",REPUBLICAN,1034896,1920969
2008,SOUTH DAKOTA,"MCCAIN, JOHN",REPUBLICAN,203054,381975
2008,TENNESSEE,"MCCAIN, JOHN",REPUBLICAN,1479178,2599749
2008,TEXAS,"MCCAIN, JOHN",REPUBLICAN,4479328,8077795
2008,UTAH,"MCCAIN, JOHN",REPUBLICAN,596030,952370
2008,VERMONT,"OBAMA, BARACK H.",DEMOCRAT,219262,325046
2008,VIRGINIA,"OBAMA, BARACK H.",DEMOCRAT,1959532,3723260
2008,WASHINGTON,"OBAMA, BARACK H.",DEMOCRAT,1750848,3036878
2008,WEST VIRGINIA,"MCCAIN, JOHN",REPUBLICAN,397466,713451
2008,WISCONSIN,"OBAMA, BARACK H.",DEMOCRAT,1677211,2983417
2008,WYOMING,"MCCAIN, JOHN",REPUBLICAN,164958,254904
2012,ALABAMA,"ROMNEY, MITT",REPUBLICAN,1255925,2074338
2012,ALASKA,"ROMNEY, MITT",REPUBLICAN,164676,300495
2012,ARIZONA,"ROMNEY, MITT",REPUBLICAN,1233654,2299254
2012,ARKANSAS,"ROMNEY, MITT",REPUBLICAN,647744,1069468
2012,CALIFORNIA,"OBAMA, BARACK H.",DEMOCRAT,7854285,13038547
2012,COLORADO,"OBAMA, BARACK H.",DEMOCRAT,1323101,2569516
2012,CONNECTICUT,"OBAMA, BARACK H.",DEMOCRAT,905083,1558204
2012,DELAWARE,"OBAMA, BARACK H.",DEMOCRAT,242584,413890
2012,DISTRICT OF COLUMBIA,"OBAMA, BARACK H.",DEMOCRAT,267070,293764
2012,FLORIDA,"OBAMA, BARACK H.",DEMOCRAT,4237756,8474179
2012,GEORGIA,"ROMNEY, MITT",REPUBLICAN,2078688,3897839
2012,HAWAII,"OBAMA, BARACK H.",DEMOCRAT,306658,437159
2012,IDAHO,"ROMNEY, MITT",REPUBLICAN,420911,652274
2012,ILLINOIS,"OBAMA, BARACK H.",DEMOCRAT,3019512,5242014
2012,INDIANA,"ROMNEY, MITT",REPUBLICAN,1420543,2624534
2012,IOWA,"OBAMA, BARACK H.",DEMOCRAT,822544,1582180
2012,KANSAS,"ROMNEY, MITT",REPUBLICAN,692634,1159971
2012,KENTUCKY,"ROMNEY, MITT",REPUBLICAN,1087190,1797212
2012,LOUISIANA,"ROMNEY, MITT",REPUBLICAN,1152262,1994065
2012,MAINE,"OBAMA, BARACK H.",DEMOCRAT,401306,724758
2012,MARYLAND,"OBAMA, BARACK H.",DEMOCRAT,1677844,2707327
2012,MASSACHUSETTS,"OBAMA, BARACK H.",DEMOCRAT,1921290,3184196
2012,MICHIGAN,"OBAMA, BARACK H.",DEMOCRAT,2564569,4730961
2012,MINNESOTA,"OBAMA, BARACK H.",DEMOCRAT,1546167,2936561
2012,MISSISSIPPI,"ROMNEY, MITT",REPUBLICAN,710746,1285584
2012,MISSOURI,"ROMNEY, MITT",REPUBLICAN,1482440,2757323
2012,MONTANA,"ROMNEY, MITT",REPUBLICAN,267928,484048
2012,NEBRASKA,"ROMNEY, MITT",REPUBLICAN,475064,794379
2012,NEVADA,"OBAMA, BARACK H.",DEMOCRAT,531373,1014918
2012,NEW HAMPSHIRE,"OBAMA, BARACK H.",DEMOCRAT,369561,710972
2012,NEW JERSEY,"OBAMA, BARACK H.",DEMOCRAT,2122786,3638499
2012,NEW MEXICO,"OBAMA, BARACK H.",DEMOCRAT,415335,783758
2012,NEW YORK,"OBAMA, BARACK H.",DEMOCRAT,4324228,7116784
2012,NORTH CAROLINA,"ROMNEY, MITT",REPUBLICAN,2270395,4505372
2012,NORTH DAKOTA,"ROMNEY, MITT",REPUBLICAN,188320,322932
2012,OHIO,"OBAMA, BARACK H.",DEMOCRAT,2827621,5580822
2012,OKLAHOMA,"ROMNEY, MITT",REPUBLICAN,891325,1334872
2012,OREGON,"OBAMA, BARACK H.",DEMOCRAT,970488,1789270
2012,PENNSYLVANIA,"OBAMA, BARACK H.",DEMOCRAT,2990274,5742040
2012,RHODE ISLAND,"OBAMA, BARACK H.",DEMOCRAT,279677,446049
2012,SOUTH CAROLINA,"ROMNEY, MITT",REPUBLICAN,1071645,1964118
2012,SOUTH DAKOTA,"ROMNEY, MITT",REPUBLICAN,210610,363815
2012,TENNESSEE,"ROMNEY, MITT",REPUBLICAN,1462330,2458577
2012,TEXAS,"ROMNEY, MITT",REPUBLICAN,4569843,7993851
2012,UTAH,"ROMNEY, MITT",REPUBLICAN,740600,1017440
2012,VERMONT,"OBAMA, BARACK H.",DEMOCRAT,199239,299290
2012,VIRGINIA,"OBAMA, BARACK H.",DEMOCRAT,1971820,3854489
2012,WASHINGTON,"OBAMA, BARACK H.",DEMOCRAT,1755396,3125516
2012,WEST VIRGINIA,"ROMNEY, MITT",REPUBLICAN,417655,670438
2012,WISCONSIN,"OBAMA, BARACK H.",DEMOCRAT,1620985,3071434
2012,WYOMING,"ROMNEY, MITT",REPUBLICAN,170962,250701
2016,ALABAMA,"TRUMP, DONALD J.",REPUBLICAN,1318255,2123372
2016,ALASKA,"TRUMP, DONALD J.",REPUBLICAN,163387,318608
2016,ARIZONA,"TRUMP, DONALD J.",REPUBLICAN,1252401,2573165
2016,ARKANSAS,"TRUMP, DONALD J.",REPUBLICAN,684872,1130635
2016,CALIFORNIA,"CLINTON, HILLARY",DEMOCRAT,8753788,14181595
2016,COLORADO,"CLINTON, HILLARY",DEMOCRAT,1338870,2780220
2016,CONNECTICUT,"CLINTON, HILLARY",DEMOCRAT,897572,1644920
2016,DELAWARE,"CLINTON, HILLARY",DEMOCRAT,235603,441590
2016,DISTRICT OF COLUMBIA,"CLINTON, HILLARY",DEMOCRAT,282830,312575
2016,FLORIDA,"TRUMP, DONALD J.",REPUBLICAN,4617886,9420039
2016,GEORGIA,"TRUMP, DONALD J.",REPUBLICAN,2089104,4114732
2016,HAWAII,"CLINTON, HILLARY",DEMOCRAT,266891,437664
2016,IDAHO,"TRUMP, DONALD J.",REPUBLICAN,409055,690255
2016,ILLINOIS,"CLINTON, HILLARY",DEMOCRAT,3090729,5536424
2016,INDIANA,"TRUMP, DONALD J.",REPUBLICAN,1557286,2734958
2016,IOWA,"TRUMP, DONALD J.",REPUBLICAN,800983,1565580
2016,KANSAS,"TRUMP, DONALD J.",REPUBLICAN,671018,1184402
2016,KENTUCKY,"TRUMP, DONALD J.",REPUBLICAN,1202971,1924149
2016,LOUISIANA,"TRUMP, DONALD J.",REPUBLICAN,1178638,2029032
2016,MAINE,"CLINTON, HILLARY",DEMOCRAT,357735,771892
2016,MARYLAND,"CLINTON, HILLARY",DEMOCRAT,1677928,2781446
2016,MASSACHUSETTS,"CLINTON, HILLARY",DEMOCRAT,1995196,3378821
2016,MICHIGAN,"TRUMP, DONALD J.",REPUBLICAN,2279543,4799284
2016,MINNESOTA,"CLINTON, HILLARY",DEMOCRAT,1367705,2944782
2016,MISSISSIPPI,"TRUMP, DONALD J.",REPUBLICAN,700714,1209357
2016,MISSOURI,"TRUMP, DONALD J.",REPUBLICAN,1594511,2808605
2016,MONTANA,"TRUMP, DONALD J.",REPUBLICAN,279240,494526
2016,NEBRASKA,"TRUMP, DONALD J.",REPUBLICAN,495961,844227
2016,NEVADA,"CLINTON, HILLARY",DEMOCRAT,539260,1125385
2016,NEW HAMPSHIRE,"CLINTON, HILLARY",DEMOCRAT,348526,744296
2016,NEW JERSEY,"CLINTON, HILLARY",DEMOCRAT,2148278,3874046
2016,NEW MEXICO,"CLINTON, HILLARY",DEMOCRAT,385234,798319
2016,NEW YORK,"CLINTON, HILLARY",DEMOCRAT,4379789,7802084
2016,NORTH CAROLINA,"TRUMP, DONALD J.",REPUBLICAN,2362631,4741564
2016,NORTH DAKOTA,"TRUMP, DONALD J.",REPUBLICAN,216794,344360
2016,OHIO,"TRUMP, DONALD J.",REPUBLICAN,2841005,5496487
2016,OKLAHOMA,"TRUMP, DONALD J.",REPUBLICAN,949136,1452992
2016,OREGON,"CLINTON, HILLARY",DEMOCRAT,1002106,2001336
2016,PENNSYLVANIA,"TRUMP, DONALD J.",REPUBLICAN,2970733,6115402
2016,RHODE ISLAND,"CLINTON, HILLARY",DEMOCRAT,252525,464144
2016,SOUTH CAROLINA,"TRUMP, DONALD J.",REPUBLICAN,1155389,2103027
2016,SOUTH DAKOTA,"TRUMP, DONALD J.",REPUBLICAN,227721,370093
2016,TENNESSEE,"TRUMP, DONALD J.",REPUBLICAN,1522925,2508027
2016,TEXAS,"TRUMP, DONALD J.",REPUBLICAN,4685047,8969226
2016,UTAH,"TRUMP, DONALD J.",REPUBLICAN,515211,1131317
2016,VERMONT,"CLINTON, HILLARY",DEMOCRAT,178573,320467
2016,VIRGINIA,"CLINTON, HILLARY",DEMOCRAT,1981473,3982752
2016,WASHINGTON,"CLINTON, HILLARY",DEMOCRAT,1742718,3317019
2016,WEST VIRGINIA,"TRUMP, DONALD J.",REPUBLICAN,489371,713051
2016,WISCONSIN,"TRUMP, DONALD J.",REPUBLICAN,1405284,2976150
2016,WYOMING,"TRUMP, DONALD J.",REPUBLICAN,174419,258788
2020,ALABAMA,"TRUMP, DONALD J.",REPUBLICAN,1441170,2323282
2020,ALASKA,"TRUMP, DONALD J.",REPUBLICAN,189951,359530
2020,ARIZONA,"BIDEN, JOSEPH R. JR",DEMOCRAT,1672143,3387326
2020,ARKANSAS,"TRUMP, DONALD J.",REPUBLICAN,760647,1219069
2020,CALIFORNIA,"BIDEN, JOSEPH R. JR",DEMOCRAT,11110250,17500881
2020,COLORADO,"BIDEN, JOSEPH R. JR",DEMOCRAT,1804352,3279980
2020,CONNECTICUT,"BIDEN, JOSEPH R. JR",DEMOCRAT,1080831,1823857
2020,DELAWARE,"BIDEN, JOSEPH R. JR",DEMOCRAT,296268,504346
2020,DISTRICT OF COLUMBIA,"BIDEN, JOSEPH R. JR",DEMOCRAT,317323,344356
2020,FLORIDA,"TRUMP, DONALD J.",REPUBLICAN,5668731,11067456
2020,GEORGIA,"BIDEN, JOSEPH R. JR",DEMOCRAT,2473633,4999960
2020,HAWAII,"BIDEN, JOSEPH R. JR",DEMOCRAT,366130,579784
2020,IDAHO,"TRUMP, DONALD J.",REPUBLICAN,554119,868014
2020,ILLINOIS,"BIDEN, JOSEPH R. JR",DEMOCRAT,3471915,6033743
2020,INDIANA,"TRUMP, DONALD J.",REPUBLICAN,1729519,3033118
2020,IOWA,"TRUMP, DONALD J.",REPUBLICAN,897672,1700130
2020,KANSAS,"TRUMP, DONALD J.",REPUBLICAN,771406,1372303
2020,KENTUCKY,"TRUMP, DONALD J.",REPUBLICAN,1326646,2136768
2020,LOUISIANA,"TRUMP, DONALD J.",REPUBLICAN,1255776,2148062
2020,MAINE,"BIDEN, JOSEPH R. JR",DEMOCRAT,435072,828305
2020,MARYLAND,"BIDEN, JOSEPH R. JR",DEMOCRAT,1985023,3037030
2020,MASSACHUSETTS,"BIDEN, JOSEPH R. JR",DEMOCRAT,2382202,3658005
2020,MICHIGAN,"BIDEN, JOSEPH R. JR",DEMOCRAT,2804040,5539302
2020,MINNESOTA,"BIDEN, JOSEPH R. JR",DEMOCRAT,1717077,3277171
2020,MISSISSIPPI,"TRUMP, DONALD J.",REPUBLICAN,756764,1313759
2020,MISSOURI,"TRUMP, DONALD J.",REPUBLICAN,1718736,3025962
2020,MONTANA,"TRUMP, DONALD J.",REPUBLICAN,343602,603674
2020,NEBRASKA,"TRUMP, DONALD J.",REPUBLICAN,556846,956383
2020,NEVADA,"BIDEN, JOSEPH R. JR",DEMOCRAT,703486,1405376
2020,NEW HAMPSHIRE,"BIDEN, JOSEPH R. JR",DEMOCRAT,424921,806182
2020,NEW JERSEY,"BIDEN, JOSEPH R. JR",DEMOCRAT,2608335,4549353
2020,NEW MEXICO,"BIDEN, JOSEPH R. JR",DEMOCRAT,501614,923965
2020,NEW YORK,"BIDEN, JOSEPH R. JR",DEMOCRAT,5230985,8661735
2020,NORTH CAROLINA,"TRUMP, DONALD J.",REPUBLICAN,2758773,5524802
2020,NORTH DAKOTA,"TRUMP, DONALD J.",REPUBLICAN,235595,361819
2020,OHIO,"TRUMP, DONALD J.",REPUBLICAN,3154834,5922202
2020,OKLAHOMA,"TRUMP, DONALD J.",REPUBLICAN,1020280,1560699
2020,OREGON,"BIDEN, JOSEPH R. JR",DEMOCRAT,1340383,2374321
2020,PENNSYLVANIA,"BIDEN, JOSEPH R. JR",DEMOCRAT,3458229,6915283
2020,RHODE ISLAND,"BIDEN, JOSEPH R. JR",DEMOCRAT,307486,516990
2020,SOUTH CAROLINA,"TRUMP, DONALD J.",REPUBLICAN,1385103,2514096
2020,SOUTH DAKOTA,"TRUMP, DONALD J.",REPUBLICAN,261043,422609
2020,TENNESSEE,"TRUMP, DONALD J.",REPUBLICAN,1852475,3053851
2020,TEXAS,"TRUMP, DONALD J.",REPUBLICAN,5890347,11315056
2020,UTAH,"TRUMP, DONALD J.",REPUBLICAN,865140,1488289
2020,VERMONT,"BIDEN, JOSEPH R. JR",DEMOCRAT,242820,370968
2020,VIRGINIA,"BIDEN, JOSEPH R. JR",DEMOCRAT,2413568,4460524
2020,WASHINGTON,"BIDEN, JOSEPH R. JR",DEMOCRAT,2369612,4087631
2020,WEST VIRGINIA,"TRUMP, DONALD J.",REPUBLICAN,545382,794652
2020,WISCONSIN,"BIDEN, JOSEPH R. JR",DEMOCRAT,1630866,3298041
2020,WYOMING,"TRUMP, DONALD J.",REPUBLICAN,193559,278503
